,0,1
1179,3_pet_sitting_far,pet_sitting_far
1178,3_pet_sitting_near,pet_sitting_near
359,3_pets_far,pets_far
358,3_pets_near,pets_near
479,3_petservices_far,petservices_far
478,3_petservices_near,petservices_near
1299,3_petstore_far,petstore_far
1298,3_petstore_near,petstore_near
1409,3_photographers_far,photographers_far
1408,3_photographers_near,photographers_near
1479,3_physicaltherapy_far,physicaltherapy_far
1478,3_physicaltherapy_near,physicaltherapy_near
249,3_physicians_far,physicians_far
248,3_physicians_near,physicians_near
189,3_pizza_far,pizza_far
188,3_pizza_near,pizza_near
1129,3_plumbing_far,plumbing_far
1128,3_plumbing_near,plumbing_near
239,3_professional_far,professional_far
238,3_professional_near,professional_near
1149,3_publicservicesgovt_far,publicservicesgovt_far
1148,3_publicservicesgovt_near,publicservicesgovt_near
699,3_pubs_far,pubs_far
698,3_pubs_near,pubs_near
259,3_realestate_far,realestate_far
258,3_realestate_near,realestate_near
1209,3_realestateagents_far,realestateagents_far
1208,3_realestateagents_near,realestateagents_near
1019,3_realestatesvcs_far,realestatesvcs_far
1018,3_realestatesvcs_near,realestatesvcs_near
9,3_restaurants_far,restaurants_far
8,3_restaurants_near,restaurants_near
569,3_salad_far,salad_far
568,3_salad_near,salad_near
149,3_sandwiches_far,sandwiches_far
148,3_sandwiches_near,sandwiches_near
559,3_seafood_far,seafood_far
558,3_seafood_near,seafood_near
1469,3_selfstorage_far,selfstorage_far
1468,3_selfstorage_near,selfstorage_near
1029,3_servicestations_far,servicestations_far
1028,3_servicestations_near,servicestations_near
1089,3_shoes_far,shoes_far
1088,3_shoes_near,shoes_near
19,3_shopping_far,shopping_far
18,3_shopping_near,shopping_near
409,3_skincare_far,skincare_far
408,3_skincare_near,skincare_near
549,3_spas_far,spas_far
548,3_spas_near,spas_near
1039,3_specialtyschools_far,specialtyschools_far
1038,3_specialtyschools_near,specialtyschools_near
689,3_sportgoods_far,sportgoods_far
688,3_sportgoods_near,sportgoods_near
659,3_sportsbars_far,sportsbars_far
658,3_sportsbars_near,sportsbars_near
959,3_steak_far,steak_far
958,3_steak_near,steak_near
629,3_sushi_far,sushi_far
628,3_sushi_near,sushi_near
1059,3_thai_far,thai_far
1058,3_thai_near,thai_near
1429,3_theater_far,theater_far
1428,3_theater_near,theater_near
619,3_tires_far,tires_far
618,3_tires_near,tires_near
179,3_tradamerican_far,tradamerican_far
178,3_tradamerican_near,tradamerican_near
1419,3_transport_far,transport_far
1418,3_transport_near,transport_near
1399,3_vegetarian_far,vegetarian_far
1398,3_vegetarian_near,vegetarian_near
649,3_venues_far,venues_far
648,3_venues_near,venues_near
1169,3_vet_far,vet_far
1168,3_vet_near,vet_near
1199,3_vietnamese_far,vietnamese_far
1198,3_vietnamese_near,vietnamese_near
589,3_waxing_far,waxing_far
588,3_waxing_near,waxing_near
1329,3_wine_bars_far,wine_bars_far
1328,3_wine_bars_near,wine_bars_near
469,3_womenscloth_far,womenscloth_far
468,3_womenscloth_near,womenscloth_near
1279,3_yoga_far,yoga_far
1278,3_yoga_near,yoga_near
681,4_accessories_far,accessories_far
680,4_accessories_near,accessories_near
121,4_active_far,active_far
120,4_active_near,active_near
581,4_apartments_far,apartments_far
580,4_apartments_near,apartments_near
231,4_arts_far,arts_far
230,4_arts_near,arts_near
911,4_artsandcrafts_far,artsandcrafts_far
910,4_artsandcrafts_near,artsandcrafts_near
831,4_asianfusion_far,asianfusion_far
830,4_asianfusion_near,asianfusion_near
1381,4_auto_detailing_far,auto_detailing_far
1380,4_auto_detailing_near,auto_detailing_near
81,4_auto_far,auto_far
80,4_auto_near,auto_near
761,4_autopartssupplies_far,autopartssupplies_far
760,4_autopartssupplies_near,autopartssupplies_near
211,4_autorepair_far,autorepair_far
210,4_autorepair_near,autorepair_near
381,4_bakeries_far,bakeries_far
380,4_bakeries_near,bakeries_near
1161,4_banks_far,banks_far
1160,4_banks_near,banks_near
741,4_barbers_far,barbers_far
740,4_barbers_near,barbers_near
101,4_bars_far,bars_far
100,4_bars_near,bars_near
881,4_bbq_far,bbq_far
880,4_bbq_near,bbq_near
41,4_beautysvc_far,beautysvc_far
40,4_beautysvc_near,beautysvc_near
781,4_beer_and_wine_far,beer_and_wine_far
780,4_beer_and_wine_near,beer_and_wine_near
1221,4_bodyshops_far,bodyshops_far
1220,4_bodyshops_near,bodyshops_near
281,4_breakfast_brunch_far,breakfast_brunch_far
280,4_breakfast_brunch_near,breakfast_brunch_near
271,4_burgers_far,burgers_far
270,4_burgers_near,burgers_near
421,4_cafes_far,cafes_far
420,4_cafes_near,cafes_near
751,4_car_dealers_far,car_dealers_far
750,4_car_dealers_near,car_dealers_near
1321,4_carwash_far,carwash_far
1320,4_carwash_near,carwash_near
611,4_catering_far,catering_far
610,4_catering_near,catering_near
541,4_chicken_wings_far,chicken_wings_far
540,4_chicken_wings_near,chicken_wings_near
341,4_chinese_far,chinese_far
340,4_chinese_near,chinese_near
1111,4_chiropractors_far,chiropractors_far
1110,4_chiropractors_near,chiropractors_near
1311,4_cocktailbars_far,cocktailbars_far
1310,4_cocktailbars_near,cocktailbars_near
141,4_coffee_far,coffee_far
140,4_coffee_near,coffee_near
461,4_contractors_far,contractors_far
460,4_contractors_near,contractors_near
851,4_convenience_far,convenience_far
850,4_convenience_near,convenience_near
1351,4_copyshops_far,copyshops_far
1350,4_copyshops_near,copyshops_near
721,4_cosmeticdentists_far,cosmeticdentists_far
720,4_cosmeticdentists_near,cosmeticdentists_near
711,4_cosmetics_far,cosmetics_far
710,4_cosmetics_near,cosmetics_near
801,4_delis_far,delis_far
800,4_delis_near,delis_near
391,4_dentists_far,dentists_far
390,4_dentists_near,dentists_near
941,4_deptstores_far,deptstores_far
940,4_deptstores_near,deptstores_near
441,4_desserts_far,desserts_far
440,4_desserts_near,desserts_near
1101,4_diners_far,diners_far
1100,4_diners_near,diners_near
921,4_drugstores_far,drugstores_far
920,4_drugstores_near,drugstores_near
1071,4_dryclean_far,dryclean_far
1070,4_dryclean_near,dryclean_near
431,4_education_far,education_far
430,4_education_near,education_near
981,4_electronics_far,electronics_far
980,4_electronics_near,electronics_near
1141,4_eventplanning_far,eventplanning_far
1140,4_eventplanning_near,eventplanning_near
111,4_eventservices_far,eventservices_far
110,4_eventservices_near,eventservices_near
861,4_eyelashservice_far,eyelashservice_far
860,4_eyelashservice_near,eyelashservice_near
131,4_fashion_far,fashion_far
130,4_fashion_near,fashion_near
451,4_financialservices_far,financialservices_far
450,4_financialservices_near,financialservices_near
301,4_fitness_far,fitness_far
300,4_fitness_near,fitness_near
1361,4_florists_far,florists_far
1360,4_florists_near,florists_near
641,4_flowers_far,flowers_far
640,4_flowers_near,flowers_near
31,4_food_far,food_far
30,4_food_near,food_near
1461,4_french_far,french_far
1460,4_french_near,french_near
811,4_furniture_far,furniture_far
810,4_furniture_near,furniture_near
491,4_generaldentistry_far,generaldentistry_far
490,4_generaldentistry_near,generaldentistry_near
331,4_gourmet_far,gourmet_far
330,4_gourmet_near,gourmet_near
1391,4_greek_far,greek_far
1390,4_greek_near,greek_near
401,4_grocery_far,grocery_far
400,4_grocery_near,grocery_near
1001,4_groomer_far,groomer_far
1000,4_groomer_near,groomer_near
601,4_gyms_far,gyms_far
600,4_gyms_near,gyms_near
1441,4_hair_extensions_far,hair_extensions_far
1440,4_hair_extensions_near,hair_extensions_near
161,4_hair_far,hair_far
160,4_hair_near,hair_near
371,4_hairremoval_far,hairremoval_far
370,4_hairremoval_near,hairremoval_near
731,4_hairstylists_far,hairstylists_far
730,4_hairstylists_near,hairstylists_near
61,4_health_far,health_far
60,4_health_near,health_near
791,4_healthtrainers_far,healthtrainers_far
790,4_healthtrainers_near,healthtrainers_near
201,4_homeandgarden_far,homeandgarden_far
200,4_homeandgarden_near,homeandgarden_near
1231,4_homecleaning_far,homecleaning_far
1230,4_homecleaning_near,homecleaning_near
771,4_homedecor_far,homedecor_far
770,4_homedecor_near,homedecor_near
51,4_homeservices_far,homeservices_far
50,4_homeservices_near,homeservices_near
171,4_hotdogs_far,hotdogs_far
170,4_hotdogs_near,hotdogs_near
521,4_hotels_far,hotels_far
520,4_hotels_near,hotels_near
221,4_hotelstravel_far,hotelstravel_far
220,4_hotelstravel_near,hotelstravel_near
971,4_hvac_far,hvac_far
970,4_hvac_near,hvac_near
511,4_icecream_far,icecream_far
510,4_icecream_near,icecream_near
1051,4_indpak_far,indpak_far
1050,4_indpak_near,indpak_near
311,4_italian_far,italian_far
310,4_italian_near,italian_near
1011,4_itservices_far,itservices_far
1010,4_itservices_near,itservices_near
531,4_japanese_far,japanese_far
530,4_japanese_near,japanese_near
901,4_jewelry_far,jewelry_far
900,4_jewelry_near,jewelry_near
951,4_juicebars_far,juicebars_far
950,4_juicebars_near,juicebars_near
1291,4_landscaping_far,landscaping_far
1290,4_landscaping_near,landscaping_near
1081,4_laundryservices_far,laundryservices_far
1080,4_laundryservices_near,laundryservices_near
1451,4_lawyers_far,lawyers_far
1450,4_lawyers_near,lawyers_near
71,4_localservices_far,localservices_far
70,4_localservices_near,localservices_near
991,4_lounges_far,lounges_far
990,4_lounges_near,lounges_near
1241,4_makeupartists_far,makeupartists_far
1240,4_makeupartists_near,makeupartists_near
501,4_massage_far,massage_far
500,4_massage_near,massage_near
891,4_massage_therapy_far,massage_therapy_far
890,4_massage_therapy_near,massage_therapy_near
931,4_medcenters_far,medcenters_far
930,4_medcenters_near,medcenters_near
1121,4_media_far,media_far
1120,4_media_near,media_near
1271,4_medicalspa_far,medicalspa_far
1270,4_medicalspa_near,medicalspa_near
841,4_mediterranean_far,mediterranean_far
840,4_mediterranean_near,mediterranean_near
871,4_menscloth_far,menscloth_far
870,4_menscloth_near,menscloth_near
321,4_mexican_far,mexican_far
320,4_mexican_near,mexican_near
1261,4_mideastern_far,mideastern_far
1260,4_mideastern_near,mideastern_near
1251,4_mobilephones_far,mobilephones_far
1250,4_mobilephones_near,mobilephones_near
1371,4_movers_far,movers_far
1370,4_movers_near,movers_near
351,4_newamerican_far,newamerican_far
350,4_newamerican_near,newamerican_near
821,4_newcanadian_far,newcanadian_far
820,4_newcanadian_near,newcanadian_near
91,4_nightlife_far,nightlife_far
90,4_nightlife_near,nightlife_near
671,4_oilchange_far,oilchange_far
670,4_oilchange_near,oilchange_near
1341,4_opticians_far,opticians_far
1340,4_opticians_near,opticians_near
1191,4_optometrists_far,optometrists_far
1190,4_optometrists_near,optometrists_near
291,4_othersalons_far,othersalons_far
290,4_othersalons_near,othersalons_near
1181,4_pet_sitting_far,pet_sitting_far
1180,4_pet_sitting_near,pet_sitting_near
361,4_pets_far,pets_far
360,4_pets_near,pets_near
481,4_petservices_far,petservices_far
480,4_petservices_near,petservices_near
1301,4_petstore_far,petstore_far
1300,4_petstore_near,petstore_near
1411,4_photographers_far,photographers_far
1410,4_photographers_near,photographers_near
1481,4_physicaltherapy_far,physicaltherapy_far
1480,4_physicaltherapy_near,physicaltherapy_near
251,4_physicians_far,physicians_far
250,4_physicians_near,physicians_near
191,4_pizza_far,pizza_far
190,4_pizza_near,pizza_near
1131,4_plumbing_far,plumbing_far
1130,4_plumbing_near,plumbing_near
241,4_professional_far,professional_far
240,4_professional_near,professional_near
1151,4_publicservicesgovt_far,publicservicesgovt_far
1150,4_publicservicesgovt_near,publicservicesgovt_near
701,4_pubs_far,pubs_far
700,4_pubs_near,pubs_near
261,4_realestate_far,realestate_far
260,4_realestate_near,realestate_near
1211,4_realestateagents_far,realestateagents_far
1210,4_realestateagents_near,realestateagents_near
1021,4_realestatesvcs_far,realestatesvcs_far
1020,4_realestatesvcs_near,realestatesvcs_near
11,4_restaurants_far,restaurants_far
10,4_restaurants_near,restaurants_near
571,4_salad_far,salad_far
570,4_salad_near,salad_near
151,4_sandwiches_far,sandwiches_far
150,4_sandwiches_near,sandwiches_near
561,4_seafood_far,seafood_far
560,4_seafood_near,seafood_near
1471,4_selfstorage_far,selfstorage_far
1470,4_selfstorage_near,selfstorage_near
1031,4_servicestations_far,servicestations_far
1030,4_servicestations_near,servicestations_near
1091,4_shoes_far,shoes_far
1090,4_shoes_near,shoes_near
21,4_shopping_far,shopping_far
20,4_shopping_near,shopping_near
411,4_skincare_far,skincare_far
410,4_skincare_near,skincare_near
551,4_spas_far,spas_far
550,4_spas_near,spas_near
1041,4_specialtyschools_far,specialtyschools_far
1040,4_specialtyschools_near,specialtyschools_near
691,4_sportgoods_far,sportgoods_far
690,4_sportgoods_near,sportgoods_near
661,4_sportsbars_far,sportsbars_far
660,4_sportsbars_near,sportsbars_near
961,4_steak_far,steak_far
960,4_steak_near,steak_near
631,4_sushi_far,sushi_far
630,4_sushi_near,sushi_near
1061,4_thai_far,thai_far
1060,4_thai_near,thai_near
1431,4_theater_far,theater_far
1430,4_theater_near,theater_near
621,4_tires_far,tires_far
620,4_tires_near,tires_near
181,4_tradamerican_far,tradamerican_far
180,4_tradamerican_near,tradamerican_near
1421,4_transport_far,transport_far
1420,4_transport_near,transport_near
1401,4_vegetarian_far,vegetarian_far
1400,4_vegetarian_near,vegetarian_near
651,4_venues_far,venues_far
650,4_venues_near,venues_near
1171,4_vet_far,vet_far
1170,4_vet_near,vet_near
1201,4_vietnamese_far,vietnamese_far
1200,4_vietnamese_near,vietnamese_near
591,4_waxing_far,waxing_far
590,4_waxing_near,waxing_near
1331,4_wine_bars_far,wine_bars_far
1330,4_wine_bars_near,wine_bars_near
471,4_womenscloth_far,womenscloth_far
470,4_womenscloth_near,womenscloth_near
1281,4_yoga_far,yoga_far
1280,4_yoga_near,yoga_near
0,landarea,ndarea
1,waterarea,terarea
